time_start,time_end,spatial_uncertainty,latitude_center,longitude_center,key
1533686400000.0,1533772800000.0,0.0,10.57211238,76.38600783999999,1.0
1468108800000.0,1468195200000.0,25.0,0.5599,30.0372,1.0
1459814400000.0,1459900800000.0,10.0,-17.9785,178.5253,1.0
1272585600000.0,1272672000000.0,10.0,1.2495,35.5842,1.0
1269302400000.0,1269388800000.0,1.0,-8.8176,13.2272,1.0
1298937600000.0,1299024000000.0,0.0,45.5118,-122.6866,1.0
1379548800000.0,1379635200000.0,1.0,37.3233,-107.8546,1.0
1374105600000.0,1374192000000.0,25.0,28.33321816,84.33062283000001,1.0
1294963200000.0,1295049600000.0,5.0,47.4074,-123.1412,1.0
1270512000000.0,1270598400000.0,5.0,-22.91017122,-43.091759710000005,1.0
1544054400000.0,1544140800000.0,5.0,34.361700479999996,-117.80073029,1.0
1437523200000.0,1437609600000.0,0.0,46.800865,10.32252242,1.0
1418342400000.0,1418428800000.0,5.0,34.1548,-117.8708,1.0
1332115200000.0,1332201600000.0,5.0,-16.73,145.6506,1.0
1290988800000.0,1291075200000.0,1.0,10.4891,-66.91460000000001,1.0
1224028800000.0,1224115200000.0,25.0,8.67,-83.064,1.0
1308268800000.0,1308355200000.0,5.0,26.84850975,88.26181745,1.0
1433030400000.0,1433116800000.0,5.0,40.7217,-80.3132,1.0
1539302400000.0,1539388800000.0,5.0,5.297880409999999,-75.05293694999999,1.0
1316476800000.0,1316563200000.0,5.0,15.8076,-91.3148,1.0
1525651200000.0,1525737600000.0,5.0,29.27910301,80.86335953,1.0
1287100800000.0,1287187200000.0,5.0,10.3156,123.8955,1.0
1380931200000.0,1381017600000.0,10.0,9.2774,122.8787,1.0
1540080000000.0,1540166400000.0,10.0,10.39274551,-61.02228777,1.0
1294531200000.0,1294617600000.0,5.0,-28.6604,153.277,1.0
1538524800000.0,1538611200000.0,5.0,10.26805833,76.34859138,1.0
1329868800000.0,1329955200000.0,1.0,48.1304,-122.3622,1.0
1272844800000.0,1272931200000.0,10.0,0.9374,-79.6671,1.0
1314835200000.0,1314921600000.0,25.0,1.4394,34.3082,1.0
1394323200000.0,1394409600000.0,5.0,44.2136,8.4163,1.0
1220659200000.0,1220745600000.0,10.0,5.345,100.2487,1.0
1314489600000.0,1314576000000.0,5.0,19.1355,72.9981,1.0
1485388800000.0,1485475200000.0,1.0,33.36011691,75.17291044,1.0
1372550400000.0,1372636800000.0,1.0,-33.8234,151.0075,1.0
1534550400000.0,1534636800000.0,1.0,38.32147971,-81.56135906,1.0
1377216000000.0,1377302400000.0,5.0,22.9167,93.6833,1.0
1296518400000.0,1296604800000.0,5.0,6.9565,81.0243,1.0
1449532800000.0,1449619200000.0,10.0,46.0472,-122.8382,1.0
1370995200000.0,1371081600000.0,5.0,15.8716,120.5739,1.0
1559001600000.0,1559088000000.0,1.0,6.0087,-75.83792000000001,1.0
1481846400000.0,1481932800000.0,0.0,33.968473,-116.950975,1.0
1374969600000.0,1375056000000.0,5.0,40.6124,-105.2801,1.0
1310169600000.0,1310256000000.0,25.0,30.7331,79.0685,1.0
1285286400000.0,1285372800000.0,5.0,50.4335,-127.4846,1.0
1367798400000.0,1367884800000.0,5.0,35.5429,-82.7938,1.0
1393977600000.0,1394064000000.0,1.0,-43.6069,172.7072,1.0
1300838400000.0,1300924800000.0,5.0,37.2919,-119.6701,1.0
1268265600000.0,1268352000000.0,1.0,45.3853,-92.6751,1.0
1492819200000.0,1492905600000.0,1.0,36.2806339,74.61062816,1.0
1280707200000.0,1280793600000.0,5.0,10.7137,-61.5705,1.0
1280793600000.0,1280880000000.0,5.0,8.4418,-73.2665,1.0
1441065600000.0,1441152000000.0,1.0,26.1868,91.6739,1.0
1286841600000.0,1286928000000.0,25.0,-0.936,122.1815,1.0
1357516800000.0,1357603200000.0,25.0,47.946,-122.3049,1.0
1331683200000.0,1331769600000.0,1.0,37.0812,-121.9459,1.0
1315440000000.0,1315526400000.0,1.0,40.6383,-74.5007,1.0
1294790400000.0,1294876800000.0,10.0,-22.2492,-42.65,1.0
1411430400000.0,1411516800000.0,10.0,7.6438,125.0284,1.0
1200441600000.0,1200528000000.0,10.0,4.4606,101.3941,1.0
1195689600000.0,1195776000000.0,10.0,28.1223,-15.441,1.0
1376784000000.0,1376870400000.0,5.0,23.4946,111.2768,1.0
1495584000000.0,1495670400000.0,0.0,35.72457989,-83.50704109,1.0
1170720000000.0,1170806400000.0,3.1716166916938615,-6.25,106.1,1.0
1303862400000.0,1303948800000.0,10.0,36.1638,-87.5085,1.0
1272844800000.0,1272931200000.0,1.0,37.2648,-82.9738,1.0
1192147200000.0,1192233600000.0,5.0,18.1257,-77.7405,1.0
1425945600000.0,1426032000000.0,5.0,34.9053,-85.3786,1.0
1461628800000.0,1461715200000.0,25.0,44.413,-103.8842,1.0
1371340800000.0,1371427200000.0,0.24028267005754045,31.5986,78.4384,1.0
1381017600000.0,1381104000000.0,5.0,15.6365,74.1158,1.0
1297728000000.0,1297814400000.0,1.0,45.5285,-122.722,1.0
1284508800000.0,1284595200000.0,5.0,36.2744,74.7249,1.0
1293408000000.0,1293494400000.0,1.0,21.34684783,-158.12219678999995,1.0
1390435200000.0,1390521600000.0,5.0,-8.1587,115.1771,1.0
1283558400000.0,1283644800000.0,10.0,27.3702,88.7334,1.0
1296345600000.0,1296432000000.0,25.0,8.0539,126.4037,1.0
1460678400000.0,1460764800000.0,25.0,-10.697983,34.176389,1.0
1372896000000.0,1372982400000.0,5.0,36.0518,-81.6019,1.0
1464307200000.0,1464393600000.0,1.0,-28.8648,151.8718,1.0
1258848000000.0,1258934400000.0,5.0,2.8,98.5333,1.0
1549497600000.0,1549584000000.0,0.0,-22.99768141,-43.25403571,1.0
1474848000000.0,1474934400000.0,1.0,44.1476,-94.026,1.0
1289952000000.0,1290038400000.0,5.0,50.3859,-4.7497,1.0
1280966400000.0,1281052800000.0,5.0,27.0366,88.263,1.0
1340582400000.0,1340668800000.0,5.0,1.0101,34.3317,1.0
1475971200000.0,1476057600000.0,5.0,-7.3627,108.5865,1.0
1492300800000.0,1492387200000.0,10.0,33.1292173,75.44618906,1.0
1369526400000.0,1369612800000.0,10.0,19.9006,-99.3417,1.0
1333065600000.0,1333152000000.0,25.0,48.3288,-116.8642,1.0
1378512000000.0,1378598400000.0,5.0,34.1586,72.8541,1.0
1257638400000.0,1257724800000.0,5.0,-3.001,120.1957,1.0
1506729600000.0,1506816000000.0,1.0,25.658708,94.098536,1.0
1454716800000.0,1454803200000.0,5.0,51.8065,-3.1998,1.0
1467590400000.0,1467676800000.0,3.5902463713987482,28.2856,83.0426,1.0
1493078400000.0,1493164800000.0,1.0,48.69637244,-118.197505,1.0
1333065600000.0,1333152000000.0,10.0,43.3982,-75.3733,1.0
1536364800000.0,1536451200000.0,25.0,44.733606390000006,37.758279820000006,1.0
1205625600000.0,1205712000000.0,5.0,39.096,-84.2992,1.0
1436832000000.0,1436918400000.0,5.0,38.9643,-82.4948,1.0
1446076800000.0,1446163200000.0,1.0,9.9574,-84.0879,1.0
1480982400000.0,1481068800000.0,0.0,35.68457,-82.61720799999999,1.0
1417910400000.0,1417996800000.0,1.0,49.3418,-123.0023,1.0
1183248000000.0,1183334400000.0,5.0,21.0233,107.293,1.0
1313712000000.0,1313798400000.0,5.0,28.2719,83.7405,1.0
1374710400000.0,1374796800000.0,5.0,40.6937,-105.2659,1.0
1209427200000.0,1209513600000.0,5.0,44.4175,-71.6923,1.0
1285286400000.0,1285372800000.0,1.0,50.7053,-127.5062,1.0
1434412800000.0,1434499200000.0,1.0,25.5084,90.2191,1.0
1487894400000.0,1487980800000.0,0.0,45.35591761,-122.58490512,1.0
1473724800000.0,1473811200000.0,5.0,20.880079,-156.554609,1.0
1288483200000.0,1288569600000.0,5.0,11.2434,-60.7195,1.0
1172880000000.0,1172966400000.0,7.881580999868396,-8.626481140000001,120.44016094,1.0
1299801600000.0,1299888000000.0,13.589515504645734,7.21795331,126.15138371,1.0
1543449600000.0,1543536000000.0,1.0,33.69788889,-117.40327778,1.0
1390694400000.0,1390780800000.0,5.0,-7.5411,110.4456,1.0
1303689600000.0,1303776000000.0,1.0,36.5989,-93.3097,1.0
1374537600000.0,1374624000000.0,5.0,40.3493,-79.8003,1.0
1524873600000.0,1524960000000.0,1.0,25.03190213,92.42257695,1.0
1489536000000.0,1489622400000.0,1.0,45.567376,-122.81234199999999,1.0
1423180800000.0,1423267200000.0,25.0,47.9536,-122.2842,1.0
1454630400000.0,1454716800000.0,5.0,-7.7235,110.0302,1.0
1409702400000.0,1409788800000.0,10.0,33.9823,73.796,1.0
1483833600000.0,1483920000000.0,0.0,35.137486439999996,-120.60670818,1.0
1489795200000.0,1489881600000.0,5.0,46.086845,-115.513358,1.0
1282780800000.0,1282867200000.0,25.0,32.7029,75.9568,1.0
1469404800000.0,1469491200000.0,5.0,27.6019,85.225,1.0
1400544000000.0,1400630400000.0,5.0,-46.7748,167.6337,1.0
1487289600000.0,1487376000000.0,1.0,-35.816632410000004,173.71652806,1.0
1276646400000.0,1276732800000.0,10.0,26.8073,88.3162,1.0
1216080000000.0,1216166400000.0,5.0,27.33,103.71,1.0
1263772800000.0,1263859200000.0,5.0,47.9699,-123.4961,1.0
1392681600000.0,1392768000000.0,1.0,47.2473,-122.373,1.0
1488844800000.0,1488931200000.0,5.0,-37.193542,175.848165,1.0
1526601600000.0,1526688000000.0,5.0,24.02515388,91.49747518,1.0
1369958400000.0,1370044800000.0,1.0,47.78702097,7.66999284,1.0
1221177600000.0,1221264000000.0,10.0,27.7167,85.15,1.0
1295395200000.0,1295481600000.0,5.0,47.9582,-122.2619,1.0
1434672000000.0,1434758400000.0,1.0,38.7714,-104.8574,1.0
1544227200000.0,1544313600000.0,1.0,45.84126354,22.21210952,1.0
1254355200000.0,1254441600000.0,5.0,38.196,15.5445,1.0
1313193600000.0,1313280000000.0,10.0,27.6674,86.7174,1.0
1489622400000.0,1489708800000.0,0.0,44.929589,-123.049734,1.0
1378944000000.0,1379030400000.0,25.0,43.4205,-115.6043,1.0
1302998400000.0,1303084800000.0,5.0,33.3645,75.1999,1.0
1207008000000.0,1207094400000.0,5.0,38.9716,-90.4312,1.0
1499040000000.0,1499126400000.0,1.0,39.11723618,68.48382541000001,1.0
1481760000000.0,1481846400000.0,1.0,-18.095193,178.440048,1.0
1268438400000.0,1268524800000.0,5.0,38.3182,-80.7987,1.0
1534464000000.0,1534550400000.0,5.0,12.41394132,75.71901706,1.0
1464998400000.0,1465084800000.0,1.0,43.9701,39.4476,1.0
1534464000000.0,1534550400000.0,10.0,11.249634339999998,75.92024529999999,1.0
1367884800000.0,1367971200000.0,5.0,35.4299,-82.2055,1.0
1538611200000.0,1538697600000.0,1.0,38.03834835,-120.20346151,1.0
1498435200000.0,1498521600000.0,1.0,39.526663590000005,67.81728309,1.0
1214784000000.0,1214870400000.0,5.0,27.0771,88.482,1.0
1295136000000.0,1295222400000.0,1.0,45.5758,-122.117,1.0
1496361600000.0,1496448000000.0,1.0,25.67061161,94.11844319,1.0
1269129600000.0,1269216000000.0,5.0,-18.109,178.438,1.0
1368576000000.0,1368662400000.0,1.0,53.0586,-3.0939,1.0
1322784000000.0,1322870400000.0,5.0,10.5896,-61.1339,1.0
1446854400000.0,1446940800000.0,0.0,3.3902,101.8881,1.0
1292716800000.0,1292803200000.0,10.0,39.1647,-120.8632,1.0
1342051200000.0,1342137600000.0,10.0,44.5558,38.063,1.0
1276473600000.0,1276560000000.0,5.0,45.5842,4.7549,1.0
1284163200000.0,1284249600000.0,5.0,30.7059,76.9844,1.0
1265414400000.0,1265500800000.0,25.0,33.1595,75.8011,1.0
1484611200000.0,1484697600000.0,0.0,36.411747000000005,-81.48218355,1.0
1219968000000.0,1220054400000.0,25.0,29.3833,81.3167,1.0
1375056000000.0,1375142400000.0,1.0,32.9918,75.1945,1.0
1435622400000.0,1435708800000.0,1.0,25.4243,88.2746,1.0
1190246400000.0,1190332800000.0,25.0,7.36446924,126.03537778,1.0
1325635200000.0,1325721600000.0,10.0,57.719,-4.2808,1.0
1279584000000.0,1279670400000.0,1.0,53.3705,-2.9411,1.0
1292976000000.0,1293062400000.0,5.0,34.1407,-117.1935,1.0
1409356800000.0,1409443200000.0,1.0,26.9226,107.3407,1.0
1282953600000.0,1283040000000.0,5.0,14.7598,-91.1287,1.0
1484784000000.0,1484870400000.0,0.0,10.40539545,123.86935899999997,1.0
1295136000000.0,1295222400000.0,5.0,45.2309,-121.7017,1.0
1388448000000.0,1388534400000.0,15.535187451795714,-2.5559,140.7156,1.0
1486339200000.0,1486425600000.0,1.0,37.07794252,-121.98059455,1.0
1533945600000.0,1534032000000.0,5.0,40.47868408,-75.45791225,1.0
1278460800000.0,1278547200000.0,25.0,32.6598,76.853,1.0
1378771200000.0,1378857600000.0,5.0,35.2588,-111.6179,1.0
1497744000000.0,1497830400000.0,5.0,44.51447151,-80.35294788,1.0
1462924800000.0,1463011200000.0,1.0,6.8586,37.7542,1.0
1443139200000.0,1443225600000.0,1.0,7.021,80.5913,1.0
1438128000000.0,1438214400000.0,5.0,28.2748,83.7432,1.0
1304035200000.0,1304121600000.0,1.0,3.0879,101.687,1.0
1372723200000.0,1372809600000.0,5.0,39.4302,-120.0336,1.0
1297036800000.0,1297123200000.0,25.0,7.0381,81.1079,1.0
1559606400000.0,1559692800000.0,25.0,1.020468,34.39762073,1.0
1284163200000.0,1284249600000.0,1.0,35.9283,-83.9594,1.0
1378857600000.0,1378944000000.0,10.0,39.5459,-111.1673,1.0
1419552000000.0,1419638400000.0,3.9887626632256374,6.99,81.0567,1.0
1269907200000.0,1269993600000.0,1.0,41.5663,-72.6667,1.0
1267747200000.0,1267833600000.0,25.0,-1.1667,29.6667,1.0
1289865600000.0,1289952000000.0,25.0,-17.3137,179.4104,1.0
1321574400000.0,1321660800000.0,0.0,33.7152,-118.3125,1.0
1302652800000.0,1302739200000.0,10.0,5.0657,-75.5082,1.0
1408752000000.0,1408838400000.0,1.9501541063618693,28.4333,83.1202,1.0
1283385600000.0,1283472000000.0,5.0,27.7838,85.8369,1.0
1309651200000.0,1309737600000.0,25.0,34.1601,75.496,1.0
1285113600000.0,1285200000000.0,5.0,54.8705,-8.121,1.0
1464566400000.0,1464652800000.0,10.0,18.2443,-77.0984,1.0
1301443200000.0,1301529600000.0,5.0,8.2531,98.9476,1.0
1485388800000.0,1485475200000.0,1.0,30.8754355,77.00009329,1.0
1436659200000.0,1436745600000.0,1.0,40.21,-80.5741,1.0
1400976000000.0,1401062400000.0,1.0,39.1652,-107.8476,1.0
1438992000000.0,1439078400000.0,5.0,31.8028,76.757,1.0
1326067200000.0,1326153600000.0,5.0,-21.9935,-42.9003,1.0
1294704000000.0,1294790400000.0,10.0,33.457300000000004,-117.6536,1.0
1403136000000.0,1403222400000.0,1.0,44.9683,-93.2365,1.0
1498694400000.0,1498780800000.0,25.0,43.09367409,76.95661041,1.0
1488240000000.0,1488326400000.0,10.0,37.196704,-122.154441,1.0
1282780800000.0,1282867200000.0,0.8709928158474359,41.0524,40.6167,1.0
1252972800000.0,1253059200000.0,10.0,-7.3683,112.7145,1.0
1487635200000.0,1487721600000.0,10.0,-2.61869387,-78.91576871,1.0
1371600000000.0,1371686400000.0,5.0,50.0023,-116.9044,1.0
1291939200000.0,1292025600000.0,10.0,10.182,123.6703,1.0
1466640000000.0,1466726400000.0,5.0,15.3739,73.8911,1.0
1372982400000.0,1373068800000.0,5.0,40.5765,-111.6788,1.0
1282521600000.0,1282608000000.0,5.0,27.5,90.50340000000001,1.0
1213488000000.0,1213574400000.0,25.0,27.2298,94.0989,1.0
1188000000000.0,1188086400000.0,25.0,28.7,104.5167,1.0
1483488000000.0,1483574400000.0,5.0,37.016839530000006,-122.06277894,1.0
1470355200000.0,1470441600000.0,5.0,27.5754,91.9754,1.0
1271721600000.0,1271808000000.0,1.0,36.9604,-119.4511,1.0
1294617600000.0,1294704000000.0,10.0,-27.4601,152.0525,1.0
1423353600000.0,1423440000000.0,5.0,49.4635,-117.4965,1.0
1216684800000.0,1216771200000.0,5.0,39.31,-106.93,1.0
1499299200000.0,1499385600000.0,0.0,49.62223265,-119.66326418,1.0
1374710400000.0,1374796800000.0,5.0,11.3192,76.5959,1.0
1481500800000.0,1481587200000.0,5.0,39.367245,-121.108961,1.0
1356393600000.0,1356480000000.0,5.0,57.3529,-5.5513,1.0
1534377600000.0,1534464000000.0,1.0,10.32303994,76.46715889,1.0
1279670400000.0,1279756800000.0,25.0,27.0502,89.9442,1.0
1250726400000.0,1250812800000.0,25.0,25.5215,93.1645,1.0
1269475200000.0,1269561600000.0,1.0,34.0844,-87.104,1.0
1337040000000.0,1337126400000.0,5.0,15.5238,-90.9778,1.0
1445385600000.0,1445472000000.0,25.0,15.3482,-92.2523,1.0
1323475200000.0,1323561600000.0,10.0,29.913,79.3532,1.0
1545955200000.0,1546041600000.0,1.0,34.83065145,-85.76221167000001,1.0
1537401600000.0,1537488000000.0,0.0,12.79630729,75.59507472,1.0
1254441600000.0,1254528000000.0,5.0,14.9935,74.0478,1.0
1269907200000.0,1269993600000.0,1.0,44.5407,-69.625,1.0
1307404800000.0,1307491200000.0,5.0,4.6967,114.7247,1.0
1197763200000.0,1197849600000.0,1.0,40.3875,-79.7569,1.0
1480464000000.0,1480550400000.0,25.0,13.901105,-60.969451,1.0
1265673600000.0,1265760000000.0,10.0,-13.44799948,-72.25984911,1.0
1373932800000.0,1374019200000.0,25.0,36.7619,36.4354,1.0
1322179200000.0,1322265600000.0,1.0,4.312,101.1519,1.0
1354406400000.0,1354492800000.0,5.0,38.7122,-122.0471,1.0
1280534400000.0,1280620800000.0,5.0,39.8403,141.772,1.0
1365984000000.0,1366070400000.0,1.0,40.469,-79.6774,1.0
1258329600000.0,1258416000000.0,1.0,47.2841,-122.6522,1.0
1205020800000.0,1205107200000.0,10.0,42.7404,-73.6385,1.0
1242259200000.0,1242345600000.0,1.0,37.9867,68.69,1.0
1377993600000.0,1378080000000.0,5.0,24.9829,93.5063,1.0
1293062400000.0,1293148800000.0,5.0,1.68,-76.97,1.0
